GeneID,Symbol,start_position_on_the_genomic_accession,end_position_on_the_genomic_accession
106480051,RNU6-1103P,24537331,24537437
106480052,RNU6-1105P,186771840,186771946
106480053,RNU6-1106P,105045561,105045667
106480054,RNU6-1109P,190165416,190165522
106480055,RNU6-1112P,40077883,40077981
106480056,RNU6-1113P,43474185,43474291
106480057,RNU6-1116P,37435509,37435607
106480058,RNU6-1118P,38423624,38423727
106480059,RNU6-1120P,178007671,178007778
106480060,RNU6-1123P,119656310,119656415
106480061,RNU6-1125P,54621024,54621130
106480062,RNU6-1128P,31222758,31222847
106480063,RNU6-1130P,130310071,130310177
106480064,RNU6-1131P,47234441,47234547
106480065,RNU6-1134P,31713752,31713852
106480066,RNU6-1136P,102834604,102834707
106480067,RNU6-1137P,43395992,43396090
106480068,RNU6-1140P,237563164,237563231
106480069,RNU6-1143P,3714771,3714874
106480070,RNU6-1146P,56667429,56667530
106480071,RNU6-1147P,127316872,127316978
106480072,RNU6-1150P,43996321,43996419
106480073,RNU6-1152P,48196680,48196785
106480074,RNU6-1154P,135665598,135665701
106480075,RNU6-1156P,125574718,125574817
106480076,RNU6-1158P,56871169,56871275
106480077,RNU6-1161P,45624530,45624631
106480078,RNU6-1162P,63630677,63630780
106480079,RNU6-1165P,101622858,101622964
106480080,RNU6-1169P,41448741,41448843
106480081,RNU6-1170P,42605157,42605262
106480082,RNU6-1175P,70075362,70075468
106480083,RNU6-1178P,20894531,20894637
106480084,RNU6-1179P,22555260,22555366
106480085,RNU6-1181P,57512449,57512554
106480086,RNU6-1186P,98074666,98074762
106480087,RNU6-1190P,37619984,37620087
106480088,RNU6-1192P,36404825,36404931
106480088,RNU6-1192P,639729,639835
106480089,RNU6-1196P,153265661,153265754
106480090,RNU6-1198P,73507207,73507273
106480091,RNU6-1199P,758232,758335
106480092,RNU6-1203P,48081318,48081427
106480093,RNU6-1205P,248912691,248912792
106480094,RNU6-1208P,24777872,24777978
106480095,RNU6-1209P,95055214,95055313
106480096,RNU6-1211P,232700203,232700307
106480097,RNU6-1215P,18583366,18583467
106480098,RNU6-1216P,69182876,69182982
106480099,RNU6-1218P,30043800,30043907
106480100,RNU6-1222P,148278671,148278777
106480101,RNU6-1224P,102533240,102533338
106480102,RNU6-1226P,112196439,112196545
106480103,RNU6-1228P,75198070,75198176
106480104,RNU6-1231P,102803928,102804030
106480105,RNU6-1232P,68159060,68159145
106480106,RNU6-1234P,29811915,29812017
106480107,RNU6-1238P,67395209,67395310
106480108,RNU6-1242P,39678519,39678621
106480109,RNU6-1245P,27824537,27824642
106480110,RNU6-1246P,72717662,72717768
106480111,RNU6-1248P,223690050,223690113
106480112,RNU6-1251P,43473012,43473117
106480113,RNU6-1252P,52494848,52494951
106480114,RNU6-1256P,101615825,101615927
106480115,RNU6-1258P,93437399,93437509
106480115,RNU6-1258P,551961,552071
106480116,RNU6-1261P,34675890,34675993
106480117,RNU6-1264P,6207162,6207268
106480118,RNU6-1266P,77776951,77777054
106480118,RNU6-1266P,15643,15746
106480119,RNU6-1269P,40233922,40234028
106480120,RNU6-1271P,76139566,76139670
106480121,RNU6-1272P,138876358,138876464
106480122,RNU6-1275P,147877421,147877527
106480123,RNU6-1277P,37827797,37827903
106480124,RNU6-1278P,46121614,46121720
106480125,RNU6-1281P,51538624,51538728
106480126,RNU6-1284P,136430083,136430182
106480127,RNU6-1287P,56274529,56274635
106480128,RNU6-1288P,14274621,14274724
106480129,RNU6-1290P,175029768,175029876
106480130,RNU6-1293P,64880368,64880474
106480131,RNU6-1294P,142407656,142407736
106480132,RNU6-1296P,51167540,51167646
106480133,RNU6-1299P,107133070,107133169
106480134,RNU6-1300P,74048676,74048783
106480135,RNU6-1304P,225741274,225741379
106480136,RNU6-1306P,63882586,63882684
106480137,RNU6-1308P,107007567,107007669
106480138,RNU6-1311P,134634843,134634944
106480139,RNU6-1313P,49966074,49966175
106480140,RNU6-1316P,102865855,102865961
106480141,RNU6-1318P,100000636,100000738
106480142,RNU6-1319P,223976145,223976248
106480143,RNU6-1322P,105332789,105332895
106480144,RNU6-1324P,66501204,66501310
106480145,RNU6-1325P,59834062,59834166
106480146,RNU6-1328P,94495298,94495403
106480147,RNU6-1331P,53914718,53914823
106480148,RNU6-1334P,2784748,2784852
106480149,RNU6-1335P,56340230,56340336
106480150,RNU6-1338P,75593054,75593144
106480151,RNU6-1340P,19012156,19012262
106480152,RNU1-6P,16534080,16534223
106480153,RPS4XP23,34021658,34021894
106480154,RNU1-29P,120005975,120006100
106480155,RNU1-32P,60384604,60384762
106480156,RNU1-33P,145463237,145463398
106480157,RNU1-35P,135742342,135742494
106480158,RNU1-40P,25928978,25929141
106480159,RNU1-43P,103159959,103160123
106480160,RNU1-44P,146580047,146580209
106480161,RNU1-47P,99945314,99945476
106480162,RNU1-49P,41771944,41772102
106480163,RNU1-51P,189709538,189709713
106480163,RNU1-51P,43091,43266
106480163,RNU1-51P,358267,358442
106480164,RNU1-52P,58677573,58677736
106480165,RNU1-56P,71020275,71020432
106480166,RNU1-57P,113949916,113950081
106480167,RNU1-59P,149162782,149162943
106480168,RNU1-64P,11503508,11503670
106480169,RNU1-67P,119423741,119423904
106480171,RNU1-74P,232832016,232832186
106480172,RNU1-75P,119331396,119331524
106480173,RNU1-77P,82174224,82174383
106480174,RNU1-80P,77920097,77920257
106480175,RNU1-82P,141727983,141728147
106480175,RNU1-82P,100583,100747
106480176,RNU1-83P,62850738,62850900
106480177,RNU1-85P,58679526,58679689
106480178,RNU1-87P,37915572,37915741
106480179,RNU1-91P,3048358,3048520
106480179,RNU1-91P,279388,279550
106480180,RNU1-93P,231133461,231133629
106480181,RNU1-96P,27513870,27514031
106480182,RNU1-97P,23740941,23741104
106480183,RNU1-100P,142420204,142420368
106480184,RNU1-104P,127321354,127321528
106480185,RNU1-105P,47823389,47823549
106480186,RNU1-107P,25723341,25723494
106480187,RNU1-112P,72740705,72740868
106480188,RNU1-115P,133238656,133238815
106480189,RNU1-117P,88581684,88581795
106480190,RNU1-122P,148334611,148334766
106480192,RNU1-130P,96225900,96226059
106480193,RNU1-131P,17209059,17209219
106480194,RNU1-134P,63908954,63909118
106480195,RNU1-138P,113420322,113420485
106480196,RNU1-139P,19345147,19345311
106480197,RNU1-142P,26790141,26790285
106480198,RNU1-146P,19724434,19724598
106480199,RPL3P13,84544303,84544518
106480200,RNU2-8P,121580331,121580520
106480201,RNU2-10P,62118299,62118509
106480202,RNU2-12P,176243861,176244028
106480203,RNU2-13P,11561193,11561305
106480204,RNU2-17P,150236966,150237155
106480205,RNU2-18P,16476002,16476163
106480206,RNU2-21P,158935797,158935984
106480207,RNU2-24P,27193357,27193499
106480208,RNU2-25P,2162762,2162952
106480209,RNU2-29P,53776135,53776323
106480210,RNU2-31P,159808415,159808569
106480211,RNU2-33P,96384623,96384811
106480212,RNU2-35P,125649745,125649886
106480213,RNU2-37P,128075075,128075248
106480214,RNU2-39P,72721805,72722002
106480215,RNU2-41P,114420124,114420301
106480216,RNU2-43P,101307528,101307717
106480217,RNU2-45P,28410269,28410455
106480218,RNU2-46P,95859903,95860015
106480219,RNU2-49P,115774318,115774501
106480220,RNU2-53P,53651976,53652122
106480221,RNU2-56P,18265691,18265878
106480222,RNU2-57P,5019075,5019262
106480223,RNU2-59P,101364849,101365034
106480224,RNU2-62P,27109789,27109979
106480225,RNU2-63P,88016353,88016546
106480226,RNU2-65P,72045182,72045366
106480227,RNU2-70P,236267779,236267954
106480228,RNU2-71P,80585589,80585780
106480229,MED15P8,131201141,131202940
106480230,ENPP7P12,12205758,12206388
106480231,RARRES2P5,35221582,35222047
106480232,OSBPL9P5,66563523,66563693
106480233,HNRNPH3P1,80529036,80530026
106480234,HNRNPA3P15,197014973,197016032
106480235,HNRNPA1P62,99284424,99285631
106480236,HNRNPA1P72,84545130,84546845
106480237,MTHFD2P2,87000044,87000290
106480238,KRT128P,52632865,52634455
106480239,SLC2A13P1,60141820,60142141
106480240,SLC25A36P1,56386225,56386689
106480241,CLPTM1LP1,189035960,189036443
106480242,PRELID3BP5,42908207,42908666
106480243,PRELID3BP8,120658076,120658370
106480244,AZU1P1,39856709,39857093
106480245,RPL17P51,40224624,40224861
106480246,SRGNP1,78285837,78286287
106480247,NDE1P2,36804197,36805301
106480248,GRAMD4P4,19026520,19028188
106480249,RAP2CP1,103279222,103279954
106480250,ELOCP35,17464878,17465213
106480251,OOSP1P1,44155027,44155300
106480252,OOSP1P2,32343773,32344123
106480253,KLF2P1,130038017,130038621
106480254,HSPE1P6,203903722,203904012
106480255,HSPE1P9,234455156,234455782
106480256,HSPE1P13,39098148,39098444
106480257,HSPE1P18,118208931,118209210
106480258,HSPE1P21,133510385,133510692
106480259,HSPE1P24,10895760,10895997
106480260,HSPE1P25,77853354,77853892
106480261,HSPE1P27,21161474,21162080
106480262,SUMO2P12,12319452,12319591
106480263,SUMO2P13,17582033,17582304
106480264,SUMO2P14,24589114,24589406
106480265,COX6CP7,49502431,49502638
106480266,COX6CP11,77652826,77653054
106480267,COX6CP13,65298754,65298979
106480268,COX6CP15,77433571,77433781
106480269,COX6CP17,7295105,7295289
106480270,SNRPGP16,92937440,92937665
106480271,SNRPGP20,79989013,79989217
106480272,IMP3P2,128693449,128693923
106480273,YWHAEP3,20491322,20491442
106480274,IGKV1OR9-2,40641720,40642437
106480275,TXNP7,74004519,74004811
106480276,UBE2Q2P9,72006773,72006974
106480277,EIF1P6,4347779,4349060
106480278,MCRIP2P2,185435838,185436046
106480279,CRB3P1,1394172,1394447
106480280,BNIP3P9,19856974,19857526
106480281,BNIP3P19,20323991,20324567
106480282,BNIP3P31,22298976,22299867
106480282,BNIP3P31,798,1689
106480283,BNIP3P32,22447933,22448776
106480284,BNIP3P35,22840431,22840920
106480285,BNIP3P37,23123187,23124087
106480286,BNIP3P11,64678953,64687392
106480287,LARP7P1,203400265,203400580
106480288,LSM1P2,163887505,163887826
106480289,C11orf98P1,19705337,19705654
106480290,SNRPCP5,3531419,3531607
106480291,SNRPCP16,9051841,9052050
106480292,SNRPCP20,5289199,5289408
106480293,UBTFL10,89700763,89701324
106480294,NENFP1,46665909,46666374
106480295,PDCL2P2,65160193,65160381
106480296,MTCO2P4,103091262,103091508
106480297,THEM7P,32112048,32168822
106480298,NUTF2P3,77580158,77580825
106480299,CTHRC1P1,79177199,79177667
106480300,LLPHP2,25762738,25763391
106480301,TOMM20P3,8688021,8688409
106480302,MZT1P1,9780821,9781239
106480303,PRR13P2,9311283,9311688
106480304,MREGP1,31254360,31254444
106480304,MREGP1,145154,145238
106480305,AP1S2P1,97437574,97438093
106480306,AKIRIN1P2,68132867,68133436
106480307,CCND3P2,76751304,76751840
106480308,RNY1P10,28183317,28183429
106480309,RNY1P12,101662064,101662163
106480310,RNY1P13,114727719,114727819
106480311,RNY1P14,140700834,140700941
106480312,RNY1P16,101719807,101719917
106480313,RNY4P36,76703631,76703726
106480314,RNY4P37,46077003,46077098
106480315,RNY3P12,92334467,92334560
106480316,RNY3P14,70357346,70357447
106480317,MLECP1,44522365,44523073
106480318,MTCO1P5,12165298,12165641
106480319,NAMPTP3,35085895,35086118
106480320,TMF1P1,13458325,13458697
106480321,FRG2GP,35384143,35385085
106480322,BOLA2P2,47499840,47500406
106480323,BOLA2P3,21602127,21602382
106480324,BOLA3P4,32926050,32926449
106480325,WBP1LP8,170651011,170651337
106480326,WBP1LP10,75779,76142
106480327,WBP1LP12,95123,95453
106480328,TRIM80P,75074305,75079548
106480329,BSNDP1,25783552,25783918
106480330,BTG4P1,24786841,24787023
106480331,BUD31P1,33641580,33641938
106480332,BUD31P2,75201469,75201974
106480333,SULT1C2P2,108317724,108318610
106480334,BMS1P22,15805697,15820883
106480335,ACTP1,108099109,108099491
106480336,RPL23AP89,12080292,12080546
106480337,RPL23AP91,57321351,57322116
106480338,RPL23AP95,103152006,103152324
106480338,RPL23AP95,92401,92719
106480340,SEPT14P1,63117500,63154933
106480341,SEPT14P8,200384,200561
106480342,ZYXP1,137424903,137425020
106480343,SEPT14P12,197138747,197139306
106480344,SEPT14P17,227980050,227980226
106480345,SEPT14P24,56360361,56360540
106480346,GTF2IP11,50100891,50102897
106480347,GTF2IP22,20173631,20173812
106480348,NF1P10,18709378,18712543
106480349,DUX4L46,34141255,34142005
106480350,DUX4L50,63817571,63818500
106480351,FRG2IP,35405746,35407348
106480352,FRG2LP,14137709,14139271
106480353,C1QL1P1,35574833,35575493
106480354,DUX4L52,61600449,61600842
106480355,USP9YP21,25933832,25935880
106480357,RNA5SP59,144701049,144701158
106480358,RNA5SP311,46807457,46807572
106480359,PTGES3P5,108296098,108296531
106480360,UBE2FP3,111437513,111438036
106480361,RNU7-96P,97913053,97913116
106480362,RNU7-127P,236037249,236037310
106480363,RNU7-186P,47259357,47259419
106480364,RN7SKP25,142673601,142673841
106480365,RN7SKP94,57789448,57789690
106480366,RN7SKP140,21424757,21425040
106480367,RN7SKP165,226445937,226446170
106480368,RN7SKP234,174057640,174057863
106480369,RN7SKP281,157298806,157299157
106480370,RN7SL19P,70654577,70654882
106480371,RN7SL110P,15506622,15506904
106480372,RN7SL169P,64539504,64539788
106480373,RN7SL258P,44409058,44409357
106480374,RN7SL282P,6601539,6601835
106480375,RN7SL335P,122087507,122087810
106480376,RN7SL424P,55063737,55064025
106480377,RN7SL451P,8979575,8979873
106480378,RN7SL543P,67019518,67019816
106480379,RN7SL624P,2199761,2200038
106480380,RN7SL680P,39349093,39349391
106480381,RN7SL713P,58565630,58565931
106480382,RN7SL799P,64210690,64210987
106480383,RN7SL854P,65761057,65761351
106480384,RNU6ATAC25P,70852697,70852775
106480385,RNU4-34P,29388559,29388682
106480386,RNU4-80P,59212647,59212787
106480387,RNU6-161P,76753134,76753239
106480388,RNU6-232P,125388933,125388996
106480389,RNU6-299P,56125670,56125769
106480390,RNU6-325P,85537378,85537482
106480391,RNU6-373P,39393521,39393617
106480392,RNU6-441P,82340770,82340875
106480393,RNU6-487P,203318996,203319097
106480394,RNU6-512P,135656479,135656556
106480395,RNU6-580P,159027035,159027141
106480396,RNU6-628P,123262842,123262948
106480397,RNU6-653P,109059508,109059613
106480398,RNU6-700P,9624121,9624227
106480399,RNU6-747P,243081155,243081258
106480399,RNU6-747P,93263,93366
106480400,RNU6-794P,35231330,35231393
106480401,RNU6-816P,15701458,15701564
106480402,RNU6-889P,2098166,2098268
106480403,RNU6-935P,50649640,50649739
106480404,RNU6-956P,94712408,94712510
106480405,RNU6-1028P,19232854,19232946
106480406,RNU6-1075P,16207821,16207925
106480407,RNU6-1167P,35250958,35251051
106480408,RNU6-1188P,116082569,116082675
106480409,RNU6-1262P,68284222,68284317
106480410,RNU6-1309P,150812590,150812697
106480411,RNU6-1330P,74779308,74779412
106480412,RNU1-89P,135995928,135996091
106480413,RNU1-150P,40269557,40269718
106480414,RNU2-26P,91798092,91798279
106480415,RNU2-51P,70360903,70361081
106480416,PRR20FP,57173452,57173631
106480417,SUMO2P15,40760596,40760873
106480418,BNIP3P16,20175012,20177062
106480419,B3GNTL1P2,47368942,47369229
106480420,PHBP17,123340173,123340713
106480421,DPY19L2P5,79982909,79983239
106480422,KRTAP9-10P,41280603,41280809
106480422,KRTAP9-10P,26299,26505
106480423,RNU6-13P,56917083,56917188
106480424,USP9YP18,23659465,23667821
106480425,USP9YP29,23740257,23746692
106480426,GPM6BP2,18741842,18741985
106480427,MTND6P5,5091092,5091603
106480428,MTND6P13,102008523,102009045
106480429,HLA-DQB1-AS1,32659879,32660728
106480429,HLA-DQB1-AS1,3900708,3901556
106480429,HLA-DQB1-AS1,3956246,3957094
106480430,CYP2C58P,94865851,94873128
106480433,MTND1P35,89908539,89909046
106480434,TUBB4BP4,91949730,91950033
106480435,RNU6-61P,80369425,80369533
106480436,RNA5SP70,181771565,181771643
106480437,RNA5SP149,180161886,180161976
106480438,RNA5SP199,155845436,155845526
106480439,RNA5SP312,47532351,47532466
106480441,GCSHP1,39888378,39889009
106480442,SUB1P3,4562615,4563248
106480443,PKMP4,75376718,75377213
106480444,FCF1P9,86481531,86481812
106480445,MED28P2,149099498,149099814
106480446,EIF4A2P5,32085110,32085711
106480447,RAB11AP2,67131566,67132204
106480448,RNU7-104P,178831370,178831448
106480449,RNU7-121P,39723565,39723626
106480450,RNU7-129P,12400411,12400472
106480451,RNU7-147P,199191058,199191119
106480452,RNU7-161P,40911066,40911127
106480453,RNU7-170P,121908102,121908162
106480454,RNU7-183P,185434243,185434304
106480455,RNU7-197P,148991571,148991632
106480456,RN7SKP15,27806081,27806389
106480457,RN7SKP29,69700223,69700494
106480458,RN7SKP36,7112163,7112398
106480459,RN7SKP50,9680923,9681237
106480460,RN7SKP62,100733057,100733385
106480461,RN7SKP69,17576279,17576508
106480462,RN7SKP82,42892395,42892617
106480463,RN7SKP97,61631679,61632011
106480464,RN7SKP107,89621917,89622154
106480465,RN7SKP113,4920827,4921063
106480466,RN7SKP127,29731050,29731403
106480467,RN7SKP148,175628188,175628422
106480468,RN7SKP159,5911005,5911235
106480469,RN7SKP172,76315750,76316047
106480470,RN7SKP184,53097652,53097896
106480471,RN7SKP191,105096755,105096984
106480472,RN7SKP202,68158078,68158407
106480473,RN7SKP214,37055107,37055346
106480474,RN7SKP221,21545406,21545643
106480475,RN7SKP233,76287629,76287738
106480476,RN7SKP248,90370122,90370426
106480477,RN7SKP261,80343514,80343791
106480478,RN7SKP267,148822163,148822447
106480479,RN7SKP279,127407850,127408147
106480480,RN7SKP290,12614002,12614196
106480481,RN7SL14P,18258553,18258850
106480482,RN7SL23P,61444148,61444422
106480483,RN7SL40P,202357075,202357416
106480484,RN7SL57P,112242549,112242838
106480485,RN7SL66P,10280627,10280890
106480486,RN7SL96P,38936875,38937157
106480487,RN7SL105P,1604373,1604671
106480487,RN7SL105P,34401,34699
106480488,RN7SL116P,38872769,38873073
106480489,RN7SL138P,30959563,30959849
106480490,RN7SL153P,72314396,72314687
106480491,RN7SL168P,19365764,19366043
106480492,RN7SL181P,121203171,121203434
106480493,RN7SL193P,43863273,43863548
106480494,RN7SL209P,101773237,101773512
106480495,RN7SL216P,25020165,25020462
106480496,RN7SL242P,70180143,70180438
106480497,RN7SL260P,142247584,142247865
106480498,RN7SL280P,21722894,21723181
106480499,RN7SL301P,36110149,36110446
106480499,RN7SL301P,345070,345367
106480499,RN7SL301P,64246,64543
106480500,RN7SL307P,49198899,49199193
106480501,RN7SL321P,48379833,48380131
106480502,RN7SL334P,25031008,25031286
106480503,RN7SL344P,211792110,211792405
106480504,RN7SL363P,90855934,90856206
106480505,RN7SL379P,96023359,96023651
106480506,RN7SL392P,67656830,67657128
106480507,RN7SL401P,73744934,73745231
106480508,RN7SL418P,69769486,69769772
106480509,RN7SL434P,196397507,196397777
106480510,RN7SL443P,44007247,44007536
106480511,RN7SL456P,147940006,147940300
106480512,RN7SL469P,30143732,30143968
106480512,RN7SL469P,2428956,2429192
106480512,RN7SL469P,2316472,2316708
106480513,RN7SL482P,66323854,66324151
106480513,RN7SL482P,300750,301047
106480514,RN7SL491P,35414880,35415148
106480515,RN7SL504P,51872177,51872463
106480516,RN7SL525P,58543298,58543577
106480517,RN7SL538P,69879591,69879894
106480518,RN7SL553P,5252925,5253222
106480519,RN7SL584P,20095732,20096028
106480520,RN7SL601P,11157454,11157746
106480521,RN7SL608P,2680955,2681233
106480522,RN7SL623P,170866834,170867143
106480523,RN7SL650P,21429507,21429805
106480524,RN7SL658P,16539136,16539438
106480525,RN7SL673P,30091661,30091897
106480525,RN7SL673P,2376865,2377101
106480525,RN7SL673P,2264381,2264617
106480525,RN7SL673P,79330,79566
106480526,RN7SL697P,154495814,154496112
106480527,RN7SL714P,98351366,98351663
106480528,RN7SL720P,17053900,17054201
106480529,RN7SL735P,66364028,66364318
106480530,RN7SL757P,28056152,28056452
106480531,RN7SL764P,219102433,219102718
106480532,RN7SL785P,47280810,47281062
106480533,RN7SL798P,55980239,55980539
106480534,RN7SL813P,168451323,168451605
106480535,RN7SL820P,196289408,196289706
106480536,RN7SL837P,230894140,230894426
106480537,RN7SL851P,6047720,6048022
106480538,RN7SL863P,62796123,62796408
106480539,RNU4ATAC7P,54859687,54859811
106480540,RNU6ATAC10P,129974890,129974969
106480541,RNU6ATAC20P,22130602,22130728
106480542,RNU6ATAC26P,57619447,57619567
106480543,RNU6ATAC36P,76948790,76948869
106480544,RNU11-6P,80749560,80749692
106480545,RNU4-18P,131642817,131642965
106480546,RNU4-31P,156872077,156872217
106480547,RNU4-56P,39970124,39970265
106480548,RNU4-70P,96649452,96649590
106480549,RNU4-76P,121542485,121542625
106480550,RNU6-89P,202410107,202410206
106480551,RNU6-97P,76752911,76753012
106480552,RNU6-103P,58496907,58497013
106480553,RNU6-116P,61391594,61391701
106480554,RNU6-127P,131229606,131229712
106480555,RNU6-141P,20452368,20452472
106480556,RNU6-147P,49972105,49972211
106480557,RNU6-159P,27863250,27863355
106480558,RNU6-175P,132406751,132406857
106480559,RNU6-181P,100560686,100560780
106480560,RNU6-193P,34942968,34943074
106480561,RNU6-221P,55456105,55456203
106480562,RNU6-233P,39546103,39546243
106480563,RNU6-239P,154295502,154295600
106480564,RNU6-252P,21113638,21113744
106480565,RNU6-267P,143754627,143754729
106480565,RNU6-267P,298948,299050
106480566,RNU6-273P,37187218,37187313
106480567,RNU6-286P,13621576,13621682
106480568,RNU6-308P,95521368,95521474
106480569,RNU6-313P,66344302,66344413
106480570,RNU6-320P,136583239,136583344
106480571,RNU6-333P,53138545,53138650
106480572,RNU6-344P,106304175,106304285
106480573,RNU6-352P,101859850,101859956
106480574,RNU6-361P,108926434,108926540
106480575,RNU6-375P,41168216,41168315
106480576,RNU6-381P,44066623,44066730
106480577,RNU6-392P,106208166,106208266
106480578,RNU6-403P,221837333,221837436
106480579,RNU6-416P,30675299,30675401
106480580,RNU6-422P,100258570,100258676
106480581,RNU6-434P,54343545,54343651
106480582,RNU6-454P,15339748,15339849
106480583,RNU6-480P,51055353,51055458
106480584,RNU6-496P,111421537,111421606
106480585,RNU6-508P,59647620,59647722
106480586,RNU6-514P,23162703,23162809
106480587,RNU6-527P,106607715,106607818
106480588,RNU6-542P,74319398,74319500
106480589,RNU6-553P,105406996,105407091
106480590,RNU6-560P,86153226,86153333
106480591,RNU6-573P,35495897,35496002
106480592,RNU6-586P,67196139,67196242
106480593,RNU6-590P,13459669,13459775
106480594,RNU6-603P,32352876,32352982
106480594,RNU6-603P,3790998,3791104
106480594,RNU6-603P,3685114,3685220
106480594,RNU6-603P,3593989,3594095
106480594,RNU6-603P,3657880,3657986
106480594,RNU6-603P,3694630,3694736
106480594,RNU6-603P,3575919,3576025
106480594,RNU6-603P,3668801,3668907
106480595,RNU6-615P,83003411,83003516
106480596,RNU6-627P,163288994,163289095
106480597,RNU6-636P,37203609,37203715
106480598,RNU6-647P,32214455,32214561
106480599,RNU6-660P,16941842,16941950
106480600,RNU6-666P,27315119,27315225
106480600,RNU6-666P,29465,29571
106480601,RNU6-680P,75709494,75709598
106480602,RNU6-708P,48169783,48169889
106480603,RNU6-714P,92820976,92821078
106480604,RNU6-726P,131092820,131092926
106480605,RNU6-743P,43405472,43405567
106480606,RNU6-749P,20855250,20855356
106480607,RNU6-761P,42018408,42018513
106480608,RNU6-776P,22010984,22011087
106480609,RNU6-788P,23641488,23641591
106480610,RNU6-795P,38043872,38043974
106480611,RNU6-815P,20507643,20507755
106480612,RNU6-824P,154825175,154825278
106480613,RNU6-830P,55398513,55398619
106480614,RNU6-843P,12411397,12411500
106480615,RNU6-857P,30984105,30984214
106480616,RNU6-869P,126504762,126504867
106480617,RNU6-877P,51382307,51382413
106480618,RNU6-890P,42664161,42664266
106480619,RNU6-902P,44085212,44085302
106480620,RNU6-907P,89130851,89130952
106480621,RNU6-924P,46306469,46306576
106480622,RNU6-930P,28915644,28915743
106480622,RNU6-930P,406341,406440
106480622,RNU6-930P,181229,181328
106480622,RNU6-930P,181203,181302
106480622,RNU6-930P,181399,181498
106480622,RNU6-930P,181226,181325
106480622,RNU6-930P,225037,225136
106480623,RNU6-943P,7889181,7889278
106480623,RNU6-943P,120682,120779
106480623,RNU6-943P,120175,120272
106480624,RNU6-955P,4619748,4619851
106480625,RNU6-966P,44973557,44973659
106480626,RNU6-977P,83021889,83021991
106480627,RNU6-990P,30360462,30360565
106480628,RNU6-1001P,155089438,155089537
106480629,RNU6-1007P,88414897,88415003
106480630,RNU6-1016P,75644083,75644176
106480631,RNU6-1026P,50582403,50582510
106480632,RNU6-1034P,29445299,29445399
106480633,RNU6-1044P,73397530,73397636
106480634,RNU6-1062P,151629325,151629425
106480635,RNU6-1074P,139256656,139256759
106480636,RNU6-1081P,11233987,11234093
106480637,RNU6-1091P,50435379,50435485
106480638,RNU6-1110P,58384441,58384541
106480639,RNU6-1115P,110856416,110856521
106480640,RNU6-1127P,119341833,119341939
106480641,RNU6-1138P,23156308,23156413
106480642,RNU6-1148P,138069354,138069457
106480643,RNU6-1153P,53443265,53443331
106480644,RNU6-1164P,134701171,134701277
106480645,RNU6-1177P,61852498,61852601
106480646,RNU6-1189P,47087505,47087611
106480647,RNU6-1195P,41113941,41114043
106480648,RNU6-1207P,45188789,45188895
106480648,RNU6-1207P,13557,13663
106480649,RNU6-1219P,29191696,29191807
106480650,RNU6-1225P,68102067,68102131
106480651,RNU6-1237P,40177842,40177948
106480652,RNU6-1249P,55551809,55551909
106480653,RNU6-1263P,98908458,98908563
106480654,RNU6-1268P,19422814,19422920
106480655,RNU6-1279P,196393709,196393811
106480656,RNU6-1292P,85509937,85510043
106480657,RNU6-1297P,155419396,155419499
106480658,RNU6-1310P,168263374,168263480
106480659,RNU6-1320P,94846532,94846638
106480660,RNU6-1332P,44962829,44962932
106480661,RNU6-1336P,168686607,168686715
106480662,RNU1-30P,126160282,126160444
106480663,RNU1-46P,51283732,51283889
106480664,RNU1-63P,67429591,67429753
106480665,RNU1-78P,45002863,45003027
106480666,RNU1-86P,23946617,23946770
106480667,RNU1-101P,70077905,70078031
106480668,RNU1-119P,44884615,44884779
106480668,RNU1-119P,216479,216643
106480669,RNU1-140P,104098873,104099037
106480670,RNU2-28P,81509475,81509663
106480671,RNU2-40P,65807239,65807434
106480672,RNU2-47P,12300265,12300450
106480673,RNU2-61P,89063506,89063689
106480674,ENPP7P5,8254426,8266637
106480675,HNRNPA1P76,3972880,3974236
106480676,KRT8P51,136938279,136938552
106480677,SQSTM1P1,62406057,62406915
106480678,KLF2P2,130427730,130429224
106480679,SUMO2P16,31131538,31131801
106480680,SNRPGP18,116169044,116169257
106480681,DYNLL1P5,154657255,154657762
106480682,GTF3AP2,71044374,71044639
106480683,AARSP1,132592083,132592535
106480684,MTCO1P4,103088795,103090670
106480685,LLPHP1,20721186,20721878
106480686,RNY3P16,119456557,119456657
106480687,C8orf59P2,37130429,37130699
106480688,BRWD1P3,17033088,17033477
106480689,SAP18P1,76075530,76075919
106480690,RPL23AP90,100196815,100197050
106480691,DNAJC19P4,2985230,2985574
106480692,RN7SKP186,30864249,30864492
106480692,RN7SKP186,2343997,2344240
106480692,RN7SKP186,2120522,2120765
106480692,RN7SKP186,2174494,2174737
106480692,RN7SKP186,2208407,2208650
106480692,RN7SKP186,2119425,2119668
106480693,RN7SL199P,46537533,46537813
106480693,RN7SL199P,213563,213843
106480693,RN7SL199P,1057212,1057492
106480694,RN7SL369P,67705953,67706251
106480695,RN7SL738P,196399910,196400206
106480696,RNU4ATAC17P,8364528,8364647
106480697,RNU6-253P,117457733,117457837
106480698,RNU6-394P,66676257,66676363
106480699,RNU6-841P,49764524,49764629
106480700,RNU6-1096P,173446602,173446703
106480701,RNU6-1235P,21307748,21307854
106480701,RNU6-1235P,65640,65746
